order_time,order_id,order_date,allot_time,accept_time,pickup_time,delivered_time,rider_id,first_mile_distance,last_mile_distance,alloted_orders,delivered_orders,cancelled,lifetime_order_count,session_time,cancelled_time,reason_text,total_distance,cancel_after_pickup,to_remove
2021-01-26 06:34:21,558385,2021-01-26,2021-01-26 06:49:23,2021-01-26 06:49:29,2021-01-26 06:51:09,2021-01-26 07:07:07,15825,1.5454,3.76,77.0,0.0,1,154.0,63.96666666666667,2021-01-26 07:07:07,Cancel order due to bike issue,5.3054,0,False
2021-01-26 06:41:01,558758,2021-01-26,2021-01-26 06:56:16,2021-01-26 06:56:33,2021-01-26 07:14:11,2021-01-26 07:31:49,513,2.5792,3.03,12.0,0.0,1,269.0,251.01666666666668,2021-01-26 07:31:49,Cancel order due to bike issue,5.6092,0,False
2021-01-26 06:48:46,559228,2021-01-26,2021-01-26 07:16:49,2021-01-26 07:17:43,2021-01-26 07:27:09,2021-01-26 07:36:27,14213,0.9923,0.76,38.0,0.0,1,296.0,26.35,2021-01-26 07:36:27,Cancel order due to bike issue,1.7523,0,False
2021-01-26 06:54:50,559521,2021-01-26,2021-01-26 07:01:50,2021-01-26 07:02:12,2021-01-26 07:13:46,2021-01-26 07:25:04,13026,2.2642,3.13,5.0,0.0,1,999.0,68.4,2021-01-26 07:25:04,Cancel order due to bike issue,5.3942,0,False
2021-01-26 07:00:32,559799,2021-01-26,2021-01-26 07:09:30,2021-01-26 07:09:37,2021-01-26 07:18:19,2021-01-26 07:39:43,19709,1.7153,3.51,24.0,0.0,1,2644.0,34.15,2021-01-26 07:39:43,Cancel order due to bike issue,5.2253,0,False
2021-01-26 07:02:45,559933,2021-01-26,2021-01-26 07:02:46,2021-01-26 07:03:14,2021-01-26 07:13:52,,8081,2.3738,4.09,12.0,0.0,1,395.0,8.583333333333334,2021-01-26 08:02:02,Cancel order due to bike issue,6.4638,1,False
2021-01-26 07:04:45,560038,2021-01-26,2021-01-26 07:12:31,2021-01-26 07:12:34,2021-01-26 07:21:39,2021-01-26 07:29:12,2826,2.3721,1.09,79.0,0.0,1,1655.0,95.25,2021-01-26 07:29:12,Cancel order due to bike issue,3.4621000000000004,0,False
2021-01-26 07:07:03,560166,2021-01-26,2021-01-26 07:15:09,2021-01-26 07:15:51,2021-01-26 07:21:46,2021-01-26 07:39:07,20608,1.7829,9.14,17.0,0.0,1,98.0,214.61666666666667,2021-01-26 07:39:07,Cancel order due to bike issue,10.9229,0,False
2021-01-26 07:17:15,560658,2021-01-26,2021-01-26 07:26:20,2021-01-26 07:26:29,2021-01-26 07:49:00,2021-01-26 07:58:03,6383,2.2807,4.72,22.0,0.0,1,271.0,,2021-01-26 07:58:03,Cancel order due to bike issue,7.0007,0,False
2021-01-26 07:22:39,560914,2021-01-26,2021-01-26 07:39:38,2021-01-26 07:40:33,2021-01-26 07:54:38,2021-01-26 08:03:50,8575,2.4453,1.75,17.0,0.0,1,225.0,47.03333333333333,2021-01-26 08:03:50,Cancel order due to bike issue,4.1953,0,False
2021-01-26 07:26:23,561084,2021-01-26,2021-01-26 07:35:12,2021-01-26 07:36:08,2021-01-26 07:45:02,2021-01-26 08:08:35,8133,1.48,6.19,49.0,0.0,1,306.0,38.06666666666667,2021-01-26 08:08:35,Cancel order due to bike issue,7.67,0,False
2021-01-26 07:32:50,561530,2021-01-26,2021-01-26 07:48:34,2021-01-26 07:50:08,2021-01-26 07:56:21,2021-01-26 08:10:48,14199,1.4137,1.98,132.0,0.0,1,1878.0,136.18333333333334,2021-01-26 08:10:48,Cancel order due to bike issue,3.3937,0,False
2021-01-26 07:41:05,561901,2021-01-26,2021-01-26 07:41:07,2021-01-26 07:41:32,,,20095,0.911,4.58,3.0,0.0,1,7.0,3.933333333333333,2021-01-26 08:49:16,Cancel order due to bike issue,5.491,0,False
2021-01-26 07:41:24,561933,2021-01-26,2021-01-26 07:41:30,2021-01-26 07:41:50,2021-01-26 08:02:38,,21229,0.5475,1.14,9.0,0.0,1,68.0,13.35,2021-01-26 08:45:02,Cancel order due to bike issue,1.6875,1,False
2021-01-26 07:52:47,562611,2021-01-26,2021-01-26 07:53:42,2021-01-26 07:54:14,2021-01-26 08:32:16,,21242,1.5878,4.01,2.0,0.0,1,363.0,0.3666666666666666,2021-01-26 09:03:09,Cancel order due to bike issue,5.597799999999999,1,False
2021-01-26 07:53:04,562622,2021-01-26,2021-01-26 08:08:30,2021-01-26 08:09:18,2021-01-26 08:18:16,2021-01-26 08:39:50,6793,2.0998,4.21,127.0,0.0,1,539.0,114.85,2021-01-26 08:39:50,Cancel order due to bike issue,6.3098,0,False
2021-01-26 07:53:05,562624,2021-01-26,2021-01-26 08:08:47,2021-01-26 08:08:53,2021-01-26 08:16:03,2021-01-26 08:39:01,561,0.101448305387,5.32,219.0,0.0,1,2437.0,,2021-01-26 08:39:01,Cancel order due to bike issue,5.421448305387,0,False
2021-01-26 07:58:55,562923,2021-01-26,2021-01-26 08:00:41,2021-01-26 08:01:34,2021-01-26 08:46:31,,21242,1.5771,6.53,2.0,0.0,1,363.0,6.5,2021-01-26 09:38:22,Cancel order due to bike issue,8.1071,1,False
2021-01-26 08:00:35,563002,2021-01-26,2021-01-26 08:12:17,2021-01-26 08:17:57,2021-01-26 08:25:30,2021-01-26 08:28:17,3009,2.8454,0.42,151.0,0.0,1,6122.0,73.51666666666667,2021-01-26 08:28:17,Cancel order due to bike issue,3.2654,0,False
2021-01-26 08:01:56,563089,2021-01-26,2021-01-26 08:17:34,2021-01-26 08:18:44,2021-01-26 08:25:20,2021-01-26 08:33:41,15918,0.6597,1.34,237.0,0.0,1,394.0,215.8,2021-01-26 08:33:41,Cancel order due to bike issue,1.9997,0,False
2021-01-26 08:05:55,563297,2021-01-26,2021-01-26 08:26:00,2021-01-26 08:26:39,2021-01-26 08:39:07,2021-01-26 10:40:33,3972,1.2816,2.86,7.0,0.0,1,53.0,155.91666666666666,2021-01-26 10:40:33,Cancel order due to bike issue,4.1416,0,False
2021-01-26 08:07:12,563358,2021-01-26,2021-01-26 08:07:13,2021-01-26 08:11:24,2021-01-26 08:22:53,,10996,1.9861,3.59,,0.0,1,29.0,54.65,2021-01-26 09:04:47,Cancel order due to bike issue,5.5761,1,False
2021-01-26 08:07:25,563372,2021-01-26,2021-01-26 08:23:21,2021-01-26 08:23:35,2021-01-26 08:28:51,2021-01-26 09:09:30,12051,1.6005,5.89,19.0,0.0,1,274.0,277.41666666666663,2021-01-26 09:09:30,Cancel order due to bike issue,7.4905,0,False
2021-01-26 08:11:35,563585,2021-01-26,2021-01-26 08:27:00,2021-01-26 08:28:36,2021-01-26 08:38:46,2021-01-26 09:30:07,8743,1.9517,4.97,88.0,0.0,1,419.0,210.3333333333333,2021-01-26 09:30:07,Cancel order due to bike issue,6.9217,0,False
2021-01-26 08:18:46,563925,2021-01-26,2021-01-26 08:31:55,2021-01-26 08:32:46,2021-01-26 08:36:15,2021-01-26 08:48:10,9005,0.7934,3.83,233.0,0.0,1,665.0,104.68333333333334,2021-01-26 08:48:10,Cancel order due to bike issue,4.6234,0,False
2021-01-26 08:21:54,564058,2021-01-26,2021-01-26 08:37:37,2021-01-26 08:38:43,2021-01-26 08:54:40,2021-01-26 09:04:31,2215,2.8703,2.16,105.0,0.0,1,335.0,154.0,2021-01-26 09:04:31,Cancel order due to bike issue,5.0303,0,False
2021-01-26 08:23:38,564131,2021-01-26,2021-01-26 08:46:44,2021-01-26 08:47:10,2021-01-26 08:56:56,2021-01-26 09:07:44,15116,2.339,2.3,29.0,0.0,1,235.0,111.95,2021-01-26 09:07:44,Cancel order due to bike issue,4.638999999999999,0,False
2021-01-26 08:31:09,564518,2021-01-26,2021-01-26 08:49:54,2021-01-26 08:50:02,2021-01-26 08:57:03,2021-01-26 09:04:01,10987,1.9534,3.08,30.0,0.0,1,882.0,293.1333333333333,2021-01-26 09:04:01,Cancel order due to bike issue,5.0334,0,False
2021-01-26 08:31:36,564559,2021-01-26,2021-01-26 08:48:15,2021-01-26 08:48:25,2021-01-26 09:08:51,2021-01-26 09:32:54,1706,1.7548,3.28,43.0,0.0,1,758.0,176.63333333333333,2021-01-26 09:32:54,Cancel order due to bike issue,5.0348,0,False
2021-01-26 08:32:21,564619,2021-01-26,2021-01-26 08:51:22,2021-01-26 08:53:15,2021-01-26 09:10:42,2021-01-26 10:03:08,10875,1.2992,5.12,143.0,0.0,1,2177.0,284.03333333333336,2021-01-26 10:03:08,Cancel order due to bike issue,6.4192,0,False
2021-01-26 08:36:17,564855,2021-01-26,2021-01-26 08:52:01,2021-01-26 08:53:14,2021-01-26 08:57:28,2021-01-26 09:04:51,8908,0.160652124418,0.55,262.0,0.0,1,1392.0,178.61666666666667,2021-01-26 09:04:51,Cancel order due to bike issue,0.7106521244180001,0,False
2021-01-26 08:36:50,564875,2021-01-26,2021-01-26 08:37:33,2021-01-26 08:37:41,2021-01-26 09:00:26,,20700,1.3849,1.15,2.0,0.0,1,262.0,32.11666666666667,2021-01-26 09:17:01,Cancel order due to bike issue,2.5349,1,False
2021-01-26 08:37:29,564891,2021-01-26,2021-01-26 08:38:08,2021-01-26 08:44:17,2021-01-26 09:07:53,,13157,0.0734739715972,5.17,1.0,0.0,1,3.0,19.216666666666665,2021-01-26 09:42:24,Cancel order due to bike issue,5.2434739715972,1,False
2021-01-26 08:41:16,565071,2021-01-26,2021-01-26 09:09:33,2021-01-26 09:10:59,2021-01-26 09:20:16,2021-01-26 09:40:03,2350,2.804,6.37,40.0,0.0,1,201.0,221.1833333333333,2021-01-26 09:40:03,Cancel order due to bike issue,9.174,0,False
2021-01-26 08:41:25,565077,2021-01-26,2021-01-26 08:42:17,2021-01-26 08:43:32,2021-01-26 08:59:45,,21284,2.4341,5.26,3.0,0.0,1,1.0,185.51666666666665,2021-01-26 10:15:24,Cancel order due to bike issue,7.6941,1,False
2021-01-26 08:52:11,565708,2021-01-26,2021-01-26 09:23:04,2021-01-26 09:23:21,2021-01-26 09:29:53,,175,1.0408,3.14,4.0,0.0,1,153.0,202.1833333333333,2021-01-26 09:50:08,Cancel order due to bike issue,4.1808,1,False
2021-01-26 08:52:52,565758,2021-01-26,2021-01-26 09:08:07,2021-01-26 09:10:06,2021-01-26 09:16:17,2021-01-26 09:25:05,5080,2.6989,2.21,8.0,0.0,1,2174.0,132.5,2021-01-26 09:25:05,Cancel order due to bike issue,4.9089,0,False
2021-01-26 08:54:10,565823,2021-01-26,2021-01-26 08:56:38,2021-01-26 08:57:24,2021-01-26 09:01:45,,20511,0.2836,5.75,,0.0,1,6.0,38.3,2021-01-26 10:43:03,Cancel order due to bike issue,6.0336,1,False
2021-01-26 08:54:28,565839,2021-01-26,2021-01-26 09:58:20,2021-01-26 09:59:13,2021-01-26 10:16:20,2021-01-26 10:53:41,21126,0.0576980940043,3.18,10.0,0.0,1,161.0,155.8,2021-01-26 10:53:41,Cancel order due to bike issue,3.2376980940043003,0,False
2021-01-26 09:02:27,566282,2021-01-26,2021-01-26 09:21:07,2021-01-26 09:21:24,2021-01-26 09:32:21,2021-01-26 09:44:20,8575,2.7951,1.79,17.0,0.0,1,225.0,146.83333333333331,2021-01-26 09:44:20,Cancel order due to bike issue,4.585100000000001,0,False
2021-01-26 09:02:46,566296,2021-01-26,2021-01-26 09:17:48,2021-01-26 09:18:23,2021-01-26 09:36:23,2021-01-26 09:44:46,9460,0.9145,2.3,23.0,0.0,1,92.0,208.06666666666663,2021-01-26 09:44:46,Cancel order due to bike issue,3.2145,0,False
2021-01-26 09:04:22,566364,2021-01-26,2021-01-26 09:20:24,2021-01-26 09:20:28,2021-01-26 09:28:25,2021-01-26 09:46:04,4448,2.5111,1.85,43.0,0.0,1,148.0,147.7,2021-01-26 09:46:04,Cancel order due to bike issue,4.3611,0,False
2021-01-26 09:07:12,566509,2021-01-26,2021-01-26 09:23:35,2021-01-26 09:24:18,2021-01-26 09:33:38,2021-01-26 09:39:41,17138,3.2105,0.86,18.0,0.0,1,63.0,206.3,2021-01-26 09:39:41,Cancel order due to bike issue,4.0705,0,False
2021-01-26 09:08:34,566588,2021-01-26,2021-01-26 09:19:27,2021-01-26 09:19:55,2021-01-26 09:29:48,2021-01-26 09:42:01,1555,1.3,3.66,40.0,0.0,1,1861.0,234.1833333333333,2021-01-26 09:42:01,Cancel order due to bike issue,4.96,0,False
2021-01-26 09:08:39,566594,2021-01-26,2021-01-26 09:50:17,2021-01-26 09:52:39,2021-01-26 09:58:59,2021-01-26 10:08:04,18853,1.7067,3.83,133.0,0.0,1,536.0,308.33333333333337,2021-01-26 10:08:04,Cancel order due to bike issue,5.5367,0,False
2021-01-26 09:11:23,566729,2021-01-26,2021-01-26 09:27:55,2021-01-26 09:28:33,2021-01-26 09:33:55,2021-01-26 09:51:23,15832,1.2942,4.21,195.0,0.0,1,878.0,213.2,2021-01-26 09:51:23,Cancel order due to bike issue,5.5042,0,False
2021-01-26 09:12:53,566803,2021-01-26,2021-01-26 10:13:05,2021-01-26 10:13:17,,,875,1.6935,0.96,7.0,0.0,1,263.0,287.54999999999995,2021-01-26 10:30:50,Cancel order due to bike issue,2.6535,0,False
2021-01-26 09:15:53,566927,2021-01-26,2021-01-26 09:15:54,2021-01-26 09:17:19,2021-01-26 09:31:01,,12369,0.9531,3.16,23.0,0.0,1,538.0,106.96666666666668,2021-01-26 09:42:44,Cancel order due to bike issue,4.1131,1,False
2021-01-26 09:16:13,566947,2021-01-26,2021-01-26 10:13:43,2021-01-26 10:14:32,2021-01-26 10:19:10,2021-01-26 10:20:04,2408,1.7372,0.07,96.0,0.0,1,250.0,226.21666666666667,2021-01-26 10:20:04,Cancel order due to bike issue,1.8072,0,False
2021-01-26 09:16:28,566956,2021-01-26,2021-01-26 09:44:21,2021-01-26 09:44:30,2021-01-26 09:50:26,2021-01-26 10:08:10,3277,1.3384,6.04,117.0,0.0,1,7827.0,202.61666666666667,2021-01-26 10:08:10,Cancel order due to bike issue,7.3784,0,False
2021-01-26 09:16:29,566960,2021-01-26,2021-01-26 09:30:32,2021-01-26 09:40:01,2021-01-26 09:48:35,2021-01-26 09:59:42,9377,1.3474,2.11,1.0,0.0,1,88.0,111.53333333333332,2021-01-26 09:59:42,Cancel order due to bike issue,3.4574,0,False
2021-01-26 09:17:56,567043,2021-01-26,2021-01-26 09:24:48,2021-01-26 09:25:24,2021-01-26 09:31:30,2021-01-26 09:58:51,678,0.9386,1.7,153.0,0.0,1,1157.0,167.93333333333334,2021-01-26 09:58:51,Cancel order due to bike issue,2.6386,0,False
2021-01-26 09:32:21,567538,2021-01-26,2021-01-26 09:48:17,2021-01-26 09:48:43,2021-01-26 09:57:27,2021-01-26 10:10:22,19966,1.0606,0.63,8.0,0.0,1,50.0,144.8,2021-01-26 10:10:22,Cancel order due to bike issue,1.6906,0,False
2021-01-26 09:34:32,567577,2021-01-26,2021-01-26 09:49:39,2021-01-26 09:50:01,2021-01-26 09:55:53,2021-01-26 10:04:33,8366,2.011,1.72,208.0,0.0,1,646.0,134.3,2021-01-26 10:04:33,Cancel order due to bike issue,3.731,0,False
2021-01-26 09:42:17,567709,2021-01-26,2021-01-26 09:59:25,2021-01-26 09:59:35,2021-01-26 10:10:01,2021-01-26 10:32:14,3311,2.564,2.98,74.0,0.0,1,3388.0,224.11666666666667,2021-01-26 10:32:14,Cancel order due to bike issue,5.5440000000000005,0,False
2021-01-26 09:42:27,567717,2021-01-26,2021-01-26 09:57:31,2021-01-26 09:58:02,2021-01-26 10:16:05,2021-01-26 10:22:46,2114,0.6226,0.17,72.0,0.0,1,863.0,224.91666666666663,2021-01-26 10:22:46,Cancel order due to bike issue,0.7926000000000001,0,False
2021-01-26 10:03:38,568054,2021-01-26,2021-01-26 10:16:44,2021-01-26 10:16:58,2021-01-26 10:38:12,2021-01-26 11:00:12,9188,0.9087,4.81,41.0,0.0,1,438.0,237.06666666666663,2021-01-26 11:00:12,Cancel order due to bike issue,5.718699999999999,0,False
2021-01-26 10:05:54,568080,2021-01-26,2021-01-26 10:21:44,2021-01-26 10:24:56,2021-01-26 10:28:42,2021-01-26 10:33:52,2386,1.2945,0.74,2.0,0.0,1,3178.0,137.61666666666667,2021-01-26 10:33:52,Cancel order due to bike issue,2.0345,0,False
2021-01-26 10:06:28,568087,2021-01-26,2021-01-26 10:21:30,2021-01-26 10:22:24,2021-01-26 10:27:29,2021-01-26 10:41:13,2228,0.179493502815,5.19,118.0,0.0,1,356.0,254.25,2021-01-26 10:41:13,Cancel order due to bike issue,5.369493502815001,0,False
2021-01-26 10:10:54,568129,2021-01-26,2021-01-26 10:26:43,2021-01-26 10:26:47,2021-01-26 10:35:24,2021-01-26 10:52:09,9798,1.3304,4.28,47.0,0.0,1,1022.0,271.15,2021-01-26 10:52:09,Cancel order due to bike issue,5.6104,0,False
2021-01-26 10:14:38,568169,2021-01-26,2021-01-26 10:29:42,2021-01-26 10:29:50,2021-01-26 10:34:23,2021-01-26 10:38:47,3607,0.0789436523812,0.75,74.0,0.0,1,646.0,283.6,2021-01-26 10:38:47,Cancel order due to bike issue,0.8289436523812,0,False
2021-01-26 10:15:50,568185,2021-01-26,2021-01-26 10:16:16,2021-01-26 10:22:35,2021-01-26 10:43:31,,21323,2.3422,5.67,2.0,0.0,1,280.0,30.33333333333333,2021-01-26 11:05:29,Cancel order due to bike issue,8.0122,1,False
2021-01-26 10:16:16,568189,2021-01-26,2021-01-26 10:32:13,2021-01-26 10:32:58,2021-01-26 10:41:23,2021-01-26 10:53:15,18283,1.9187,3.0,173.0,0.0,1,468.0,190.13333333333333,2021-01-26 10:53:15,Cancel order due to bike issue,4.9187,0,False
2021-01-26 10:17:42,568207,2021-01-26,2021-01-26 10:29:35,2021-01-26 10:30:13,2021-01-26 10:34:09,2021-01-26 11:09:26,3708,0.4737,5.53,18.0,0.0,1,233.0,,2021-01-26 11:09:26,Cancel order due to bike issue,6.0037,0,False
2021-01-26 10:25:13,568252,2021-01-26,2021-01-26 10:25:25,2021-01-26 10:25:38,,,2822,2.5327,6.56,18.0,0.0,1,383.0,220.85,2021-01-26 10:32:51,Cancel order due to bike issue,9.0927,0,False
2021-01-26 10:30:23,568311,2021-01-26,2021-01-26 10:39:57,2021-01-26 10:40:54,2021-01-26 10:48:34,2021-01-26 11:04:55,611,2.9415,3.02,94.0,0.0,1,212.0,420.3833333333333,2021-01-26 11:04:55,Cancel order due to bike issue,5.9615,0,False
2021-01-26 10:31:10,568339,2021-01-26,2021-01-26 10:44:28,2021-01-26 10:44:35,2021-01-26 10:50:50,2021-01-26 11:14:47,2392,1.6244,8.56,106.0,0.0,1,1751.0,535.9,2021-01-26 11:14:47,Cancel order due to bike issue,10.1844,0,False
2021-01-26 11:09:26,568919,2021-01-26,2021-01-26 11:10:17,2021-01-26 11:11:05,2021-01-26 11:33:38,,20732,1.9546,4.57,9.0,0.0,1,449.0,13.25,2021-01-26 11:39:44,Cancel order due to bike issue,6.5246,1,False
2021-01-26 11:11:42,568937,2021-01-26,2021-01-26 11:23:45,2021-01-26 11:24:20,2021-01-26 11:33:45,2021-01-26 11:45:31,15151,2.7974,2.81,118.0,0.0,1,564.0,386.26666666666665,2021-01-26 11:45:31,Cancel order due to bike issue,5.6074,0,False
2021-01-26 11:38:34,569252,2021-01-26,2021-01-26 11:55:20,2021-01-26 11:55:36,2021-01-26 12:08:46,2021-01-26 12:26:33,11531,1.5336,4.51,58.0,0.0,1,443.0,303.58333333333337,2021-01-26 12:26:33,Cancel order due to bike issue,6.0436,0,False
2021-01-26 11:40:29,569268,2021-01-26,2021-01-26 11:40:29,2021-01-26 11:41:18,2021-01-26 11:49:08,,21336,1.7088,5.64,,0.0,1,51.0,16.85,2021-01-26 12:08:13,Cancel order due to bike issue,7.3488,1,False
2021-01-26 11:55:53,569472,2021-01-26,2021-01-26 11:55:55,2021-01-26 11:56:28,,,10266,2.2475,13.45,36.0,0.0,1,492.0,388.98333333333335,2021-01-26 12:01:43,Cancel order due to bike issue,15.6975,0,False
2021-01-26 11:56:08,569477,2021-01-26,2021-01-26 12:00:25,2021-01-26 12:02:00,2021-01-26 12:12:08,2021-01-26 12:21:11,8811,2.0282,2.6,426.0,0.0,1,1251.0,386.1333333333333,2021-01-26 12:21:11,Cancel order due to bike issue,4.6282,0,False
2021-01-26 12:00:50,569534,2021-01-26,2021-01-26 12:01:41,2021-01-26 12:08:38,2021-01-26 13:24:09,,21339,2.3579,5.81,,0.0,1,1.0,24.683333333333337,2021-01-26 14:16:22,Cancel order due to bike issue,8.1679,1,False
2021-01-26 12:10:29,569634,2021-01-26,2021-01-26 12:13:17,2021-01-26 12:13:53,2021-01-26 12:20:35,,21341,1.2744,1.92,,0.0,1,1025.0,,2021-01-26 13:21:46,Cancel order due to bike issue,3.1944,1,False
2021-01-26 12:16:28,569691,2021-01-26,2021-01-26 12:20:57,2021-01-26 12:21:29,2021-01-26 12:31:22,2021-01-26 12:54:11,2012,2.1994,2.58,335.0,0.0,1,2321.0,397.05000000000007,2021-01-26 12:54:11,Cancel order due to bike issue,4.7794,0,False
2021-01-26 12:30:22,569828,2021-01-26,2021-01-26 12:30:23,2021-01-26 12:30:40,,,868,1.6701,1.65,345.0,0.0,1,2230.0,434.4166666666667,2021-01-26 12:36:25,Cancel order due to bike issue,3.3201,0,False
2021-01-26 12:30:29,569837,2021-01-26,2021-01-26 12:30:56,2021-01-26 12:31:02,2021-01-26 13:19:41,,21344,0.0379577393149,1.14,1.0,0.0,1,179.0,1.7166666666666666,2021-01-26 13:29:59,Cancel order due to bike issue,1.1779577393149,1,False
2021-01-26 12:30:38,569841,2021-01-26,2021-01-26 12:31:32,2021-01-26 12:31:48,2021-01-26 12:45:45,,20652,0.356,4.09,44.0,0.0,1,126.0,5.45,2021-01-26 12:53:54,Cancel order due to bike issue,4.446,1,False
2021-01-26 12:52:35,570285,2021-01-26,2021-01-26 13:08:21,2021-01-26 13:08:35,2021-01-26 13:20:08,2021-01-26 13:30:22,9585,0.532,0.9,171.0,0.0,1,531.0,300.7,2021-01-26 13:30:22,Cancel order due to bike issue,1.432,0,False
2021-01-26 12:56:22,570339,2021-01-26,2021-01-26 12:56:23,2021-01-26 12:56:54,2021-01-26 13:06:10,,21350,1.0373,3.81,1.0,0.0,1,3.0,0.95,2021-01-26 13:51:34,Cancel order due to bike issue,4.847300000000001,1,False
2021-01-26 13:06:02,570491,2021-01-26,2021-01-26 13:06:03,2021-01-26 13:06:35,2021-01-26 13:19:10,,21353,0.0434876207442,6.4,,0.0,1,,69.95,2021-01-26 13:28:03,Cancel order due to bike issue,6.4434876207442,1,False
2021-01-26 13:08:39,570534,2021-01-26,2021-01-26 13:31:42,2021-01-26 13:32:01,2021-01-26 13:46:34,2021-01-26 13:56:43,18359,2.9456,2.14,113.0,0.0,1,327.0,,2021-01-26 13:56:43,Cancel order due to bike issue,5.0856,0,False
2021-01-26 13:10:54,570576,2021-01-26,2021-01-26 13:28:03,2021-01-26 13:28:14,2021-01-26 13:37:34,2021-01-26 13:48:51,1065,2.4031,2.8,64.0,0.0,1,662.0,395.6166666666666,2021-01-26 13:48:51,Cancel order due to bike issue,5.203099999999999,0,False
2021-01-26 13:15:50,570638,2021-01-26,2021-01-26 13:16:35,2021-01-26 13:16:53,2021-01-26 13:31:45,,21354,1.853,2.11,,0.0,1,,52.5,2021-01-26 14:12:58,Cancel order due to bike issue,3.963,1,False
2021-01-26 13:31:34,571043,2021-01-26,2021-01-26 13:47:09,2021-01-26 13:47:18,2021-01-26 14:12:33,2021-01-26 14:20:30,4348,2.9182,0.84,22.0,0.0,1,298.0,,2021-01-26 14:20:30,Cancel order due to bike issue,3.7582,0,False
2021-01-26 13:31:55,571087,2021-01-26,2021-01-26 13:55:34,2021-01-26 13:56:18,2021-01-26 14:09:28,2021-01-26 14:17:36,4587,2.2064,0.09,167.0,0.0,1,925.0,1.9166666666666667,2021-01-26 14:17:36,Cancel order due to bike issue,2.2964,0,False
2021-01-26 13:32:21,571167,2021-01-26,2021-01-26 13:47:31,2021-01-26 13:47:46,2021-01-26 14:02:52,2021-01-26 14:23:44,3514,2.1846,4.67,130.0,0.0,1,402.0,306.3666666666667,2021-01-26 14:23:44,Cancel order due to bike issue,6.8546,0,False
2021-01-26 13:32:22,571170,2021-01-26,2021-01-26 13:34:00,2021-01-26 13:35:16,2021-01-26 13:47:25,2021-01-26 14:07:38,10041,1.9612,7.81,23.0,0.0,1,290.0,493.7166666666666,2021-01-26 14:07:38,Cancel order due to bike issue,9.7712,0,False
2021-01-26 13:32:26,571190,2021-01-26,2021-01-26 13:32:28,2021-01-26 13:32:36,2021-01-26 13:57:10,,2413,2.6261,6.39,70.0,0.0,1,190.0,458.45,2021-01-26 14:21:15,Cancel order due to bike issue,9.0161,1,False
